"X","Y","DateTime"
"1393.2","163.9","264125536621"
"1392.7","178.2","264125544919"
"1392.7","178.2","264125553243"
"1382.7","158.3","264125561627"
"1385.7","151.6","264125569792"
"1387.4","140.6","264125578245"
"1391.9","154.8","264125586650"
"1388.7","158.6","264125594899"
"1386.2","165.0","264125603271"
"1374.3","143.6","264125611577"
"1372.3","143.5","264125619907"
"1382.8","156.4","264125628159"
"1393.5","157.1","264125636546"
"1395.1","159.7","264125644689"
"1388.1","166.9","264125653223"
"1390.4","161.8","264125661418"
"1390.5","161.9","264125669769"
"1379.9","159.0","264125678259"
"1375.9","158.5","264125686555"
"1375.9","158.5","264125694833"
"1382.1","195.3","264125703232"
"1380.0","259.3","264125711515"
"1385.2","353.3","264125719919"
"1376.5","447.9","264125728226"
"1332.3","568.3","264125736495"
"1332.4","568.4","264125744786"
"1316.3","626.0","264125753143"
"1323.5","616.9","264125761542"
"1320.1","625.7","264125769798"
"1315.5","625.6","264125778208"
"1312.0","619.1","264125786349"
"1319.5","635.3","264125794826"
"1320.1","634.6","264125803232"
"1323.8","622.0","264125811611"
"1321.0","629.4","264125819950"
"1330.9","600.2","264125828198"
"1326.1","601.4","264125836521"
"1329.8","601.4","264125844846"
"1324.3","607.2","264125853182"
"1325.7","616.6","264125861474"
"1320.5","619.3","264125869831"
"1327.7","615.4","264125878034"
"1329.6","611.7","264125886630"
"1341.4","598.1","264125894805"
"1339.9","582.9","264125903247"
"1335.7","552.4","264125911522"
"1332.0","499.0","264125919904"
"1336.9","488.5","264125928123"
"1342.1","462.4","264125936625"
"1338.6","465.9","264125944954"
"1340.1","464.8","264125953262"
"1344.9","461.0","264125961620"
"1344.9","461.0","264125969856"
"1347.9","481.1","264125978124"
"1347.3","482.1","264125986468"
"1345.9","480.4","264125994805"
"1340.2","465.9","264126003192"
"1348.1","469.9","264126011513"
"1343.6","473.7","264126019733"
"1342.6","481.1","264126028228"
"1344.4","483.3","264126036462"
"1345.5","473.9","264126044939"
"1351.2","467.4","264126053046"
"1343.5","462.3","264126061536"
"1338.8","465.1","264126069928"
"1330.8","460.8","264126078225"
"1335.2","453.1","264126086523"
"1335.2","453.1","264126094784"
"1339.6","465.7","264126103141"
"1338.1","489.7","264126111493"
"1339.3","474.8","264126119770"
"1335.4","475.8","264126128118"
"1334.8","463.4","264126136435"
"1341.2","459.9","264126144822"
"1331.7","478.2","264126153094"
"1334.6","473.5","264126161510"
"1334.2","474.1","264126169900"
"1336.3","470.9","264126178035"
"1330.1","469.1","264126186433"
"1330.7","465.7","264126194609"
"1330.3","465.4","264126202993"
"1336.2","470.1","264126211346"
"1341.1","468.2","264126219869"
"1342.7","467.4","264126228237"
"1340.7","465.7","264126236577"
"1340.1","468.5","264126244791"
"1340.1","469.0","264126253075"
"1346.2","470.4","264126261432"
"1349.6","466.6","264126269732"
"1355.1","477.7","264126278173"
"1355.1","477.7","264126286523"
"1359.9","544.1","264126294836"
"1355.6","647.9","264126303159"
"1353.4","755.3","264126311434"
"1344.5","829.3","264126319830"
"1344.9","867.3","264126328181"
"1337.8","893.1","264126336370"
"1348.6","887.2","264126344846"
"1324.7","909.0","264126353263"
"1319.2","909.9","264126361401"
"1325.2","897.7","264126369884"
"1314.8","904.3","264126378056"
"1333.7","901.5","264126386461"
"1329.3","906.4","264126394870"
"1328.5","905.2","264126403018"
"1327.5","901.6","264126411324"
"1332.4","893.7","264126420354"
"1332.4","893.7","264126428024"
"1322.8","900.2","264126436296"
"1320.4","905.3","264126444575"
"1313.6","898.1","264126453096"
"1316.8","899.5","264126461568"
"1332.5","898.0","264126469861"
"1332.5","898.0","264126478185"
"1322.4","928.8","264126486458"
"1314.1","944.0","264126494730"
"1305.0","950.4","264126503144"
"1306.3","948.6","264126511504"
"1304.8","944.6","264126519692"
"1278.2","943.9","264126528155"
"1199.8","938.6","264126536556"
"1090.8","937.7","264126544784"
"988.2","928.1","264126553082"
"887.4","930.6","264126561365"
"805.5","933.8","264126569739"
"784.6","936.1","264126577976"
"761.3","933.4","264126586399"
"764.8","933.7","264126594721"
"765.7","932.7","264126603240"
"746.5","934.8","264126611433"
"758.4","933.0","264126619835"
"755.1","937.6","264126628018"
"761.1","939.6","264126636461"
"764.7","937.4","264126644664"
"760.0","930.6","264126653225"
"743.6","923.1","264126661419"
"761.1","931.2","264126669714"
"748.6","931.0","264126678069"
"765.7","937.4","264126686406"
"769.1","940.5","264126694828"
"753.5","925.5","264126703040"
"735.1","927.1","264126711461"
"734.2","929.0","264126719786"
"734.2","929.0","264126728093"
"742.9","929.3","264126736352"
"737.0","930.6","264126744727"
"741.5","930.0","264126753134"
"755.2","932.8","264126761403"
"763.0","851.9","264126769782"
"762.7","746.8","264126778153"
"773.3","637.0","264126786480"
"787.1","553.7","264126794743"
"800.7","471.8","264126803025"
"795.8","469.8","264126811436"
"798.3","471.3","264126819796"
"784.5","466.3","264126828107"
"790.8","470.3","264126836382"
"792.0","464.9","264126844800"
"792.7","472.0","264126852976"
"796.0","470.0","264126861367"
"796.0","470.0","264126869735"
"795.2","466.8","264126877980"
"793.5","466.2","264126886185"
"792.9","467.4","264126894653"
"791.2","467.2","264126903101"
"789.0","461.7","264126911376"
"787.4","463.4","264126919834"
"785.5","462.0","264126928112"
"778.1","463.9","264126936313"
"768.4","440.3","264126944618"
"766.5","464.1","264126953087"
"766.5","464.9","264126961370"
"766.5","464.9","264126969784"
"768.0","443.7","264126978033"
"772.3","446.8","264126986384"
"770.7","446.9","264126994766"
"778.2","475.7","264127003092"
"771.4","473.0","264127011366"
"769.7","469.8","264127019826"
"768.9","462.6","264127028063"
"759.6","457.8","264127036382"
"763.4","445.4","264127044709"
"759.2","459.3","264127053072"
"780.0","457.1","264127061340"
"776.0","463.7","264127069766"
"774.5","467.2","264127078130"
"766.7","456.2","264127086350"
"768.1","453.7","264127094659"
"767.9","456.3","264127102983"
"763.3","477.5","264127111370"
"763.3","477.5","264127119761"
"761.6","460.9","264127128023"
"762.1","460.9","264127136396"
"765.8","451.7","264127144761"
"766.0","450.1","264127152975"
"771.2","447.3","264127161362"
"778.0","467.4","264127169754"
"772.7","463.2","264127178017"
"773.1","457.9","264127186360"
"774.6","447.3","264127194689"
"773.9","451.5","264127203014"
"768.0","470.2","264127211376"
"767.9","470.1","264127219695"
"731.7","456.8","264127228030"
"665.6","449.6","264127236338"
"577.5","451.2","264127244637"
"480.8","448.5","264127252963"
"400.9","450.9","264127261334"
"308.3","452.3","264127269566"
"255.9","443.6","264127278076"
"230.9","440.8","264127286383"
"226.0","459.2","264127294622"
"231.9","458.7","264127303035"
"238.8","463.9","264127311343"
"237.8","457.6","264127319686"
"232.0","450.1","264127328085"
"227.4","449.8","264127344663"
"226.7","451.8","264127361159"
"220.1","445.7","264127369620"
"219.7","444.4","264127378040"
"222.4","449.8","264127386403"
"218.7","442.1","264127394666"
"210.1","435.7","264127402969"
"219.2","444.4","264127411203"
"220.4","449.9","264127419598"
"215.8","452.4","264127436141"
"195.3","424.5","264127444685"
"185.7","436.7","264127461283"
"189.4","438.9","264127469577"
"202.4","437.1","264127477973"
"311.8","471.0","264127494594"
"417.6","512.0","264127502972"
"647.7","609.9","264127511327"
"756.6","689.0","264127519674"
"853.2","746.8","264127528109"
"877.8","749.0","264127536317"
"895.7","771.9","264127544633"
"906.1","767.1","264127553041"
"901.1","764.3","264127561273"
"913.2","763.9","264127569656"
"904.2","766.1","264127577958"
"908.6","769.1","264127586338"
"911.1","772.2","264127603048"
"920.6","787.1","264127611225"
"917.4","788.8","264127619583"
"915.6","788.0","264127628052"
"910.5","784.6","264127636153"
"913.9","779.4","264127644625"
"915.9","781.1","264127652976"
"913.7","784.3","264127661346"
"912.8","785.1","264127669590"
"901.4","780.0","264127677845"
"902.0","771.7","264127686238"
"903.7","772.1","264127694667"
"911.5","777.7","264127702915"
"911.7","785.3","264127711318"
"910.8","784.5","264127719554"
"848.5","836.5","264127728058"
"781.3","906.8","264127736237"
"774.8","910.0","264127744675"
"773.0","916.0","264127753047"
"768.4","920.4","264127761238"
"767.4","926.4","264127769641"
"768.3","932.1","264127778037"
"769.6","931.6","264127786251"
"768.7","926.7","264127794584"
"771.1","924.4","264127802971"
"773.8","922.8","264127811155"
"771.8","922.8","264127819640"
"766.9","919.2","264127827909"
"763.6","920.8","264127836223"
"768.4","920.9","264127844709"
"774.0","927.1","264127852773"
"776.4","926.8","264127861039"
"774.2","925.2","264127869367"
"771.5","922.5","264127877703"
"777.6","930.4","264127886027"
"777.6","930.5","264127894362"
"781.6","929.9","264127902703"
"764.7","923.5","264127911026"
"760.3","922.2","264127919364"
"760.3","921.8","264127927703"
"773.3","920.7","264127936025"
"778.4","918.1","264127944391"
"776.8","914.5","264127952694"
"774.1","912.9","264127961025"
"773.5","922.6","264127969368"
"773.3","922.3","264127977725"
"779.0","927.0","264127986022"
"786.2","930.2","264127994406"
"781.9","921.2","264128002744"
"775.8","931.1","264128011067"
"775.8","931.2","264128019385"
"771.9","929.6","264128027944"
"773.3","929.4","264128036187"
"780.5","932.7","264128044672"
"765.1","908.8","264128052878"
"768.9","912.1","264128061213"
"770.6","911.1","264128069626"
"780.2","920.0","264128077877"
"779.9","922.2","264128086305"
"779.3","923.8","264128094555"
"775.4","920.3","264128102978"
"785.4","926.8","264128111292"
"785.4","926.8","264128119431"
"776.1","923.3","264128127959"
"787.5","936.0","264128136239"
"787.5","936.0","264128144559"
"790.9","936.1","264128152915"
"764.7","920.7","264128161173"
"763.8","926.8","264128169591"
"734.8","928.1","264128177880"
"680.8","931.3","264128186268"
"602.4","933.0","264128194565"
"507.8","925.5","264128202750"
"414.0","922.3","264128211006"
"320.7","927.8","264128219329"
"240.3","951.0","264128227658"
"240.3","951.0","264128235986"
"216.9","942.6","264128244357"
"218.2","939.6","264128252650"
"210.7","943.4","264128260990"
"206.5","938.1","264128269312"
"209.1","940.4","264128277684"
"211.4","943.3","264128285975"
"209.7","944.0","264128294311"
"206.8","944.5","264128302697"
"209.4","941.6","264128310979"
"215.9","945.2","264128319304"
"214.0","947.5","264128327637"
"210.2","952.0","264128335969"
"232.6","958.1","264128344329"
"212.5","950.2","264128352645"
"213.5","943.9","264128360967"
"206.4","934.4","264128369551"
"203.7","931.8","264128377728"
"203.5","933.9","264128386143"
"233.1","928.7","264128394435"
"294.5","900.7","264128402778"
"400.6","860.5","264128411097"
"517.6","802.4","264128419446"
"623.8","745.1","264128427760"
"717.0","684.1","264128436050"
"791.7","640.0","264128444380"
"824.5","608.4","264128452794"
"836.7","601.7","264128461152"
"833.4","607.0","264128469474"
"840.0","609.0","264128477792"
"839.0","610.7","264128486167"
"836.9","611.0","264128494512"
"834.7","613.2","264128502801"
"826.8","611.6","264128511240"
"831.4","608.3","264128519490"
"833.0","619.9","264128527728"
"837.1","602.3","264128536185"
"834.6","601.2","264128544520"
"834.6","601.2","264128552873"
"842.9","613.9","264128561137"
"846.8","590.8","264128569565"
"846.8","590.8","264128577796"
"841.8","615.4","264128586080"
"841.8","615.4","264128594387"
"851.4","593.6","264128602738"
"847.8","590.0","264128611270"
"839.6","586.2","264128619308"
"827.3","580.3","264128627649"
"751.5","548.9","264128635935"
"689.3","495.6","264128644267"
"634.0","431.4","264128652600"
"561.1","375.0","264128660940"
"561.1","374.9","264128669259"
"548.2","374.0","264128677626"
"550.9","373.1","264128685934"
"552.7","362.2","264128694258"
"551.2","366.9","264128702598"
"552.5","366.3","264128710920"
"553.7","366.9","264128719255"
"550.1","367.9","264128727622"
"543.5","365.2","264128735922"
"543.2","365.5","264128752589"
"547.4","368.5","264128760930"
"545.2","365.3","264128769262"
"542.2","361.1","264128777596"
"545.0","364.6","264128785922"
"551.5","359.1","264128794301"
"554.7","361.5","264128802782"
"547.1","372.4","264128810958"
"541.2","362.3","264128819383"
"543.2","359.8","264128827773"
"535.7","353.9","264128836102"
"545.0","348.0","264128844452"
"568.0","334.3","264128852764"
"621.9","304.2","264128869571"
"846.4","186.1","264128877664"
"875.8","167.6","264128886249"
"929.4","162.1","264128894497"
"961.7","164.3","264128911050"
"968.7","155.2","264128919530"
"963.5","155.9","264128936163"
"963.5","140.5","264128944334"
"958.9","159.7","264128961026"
"960.5","165.1","264128969453"
"960.2","169.7","264128977670"
"961.4","170.1","264128986188"
"964.7","149.7","264128994281"
"964.9","162.8","264129002671"
"967.9","166.1","264129011055"
"968.9","185.3","264129019457"
"964.1","183.4","264129027778"
"962.7","186.7","264129036191"
"965.6","176.7","264129044220"
"963.7","172.3","264129052546"
"965.3","163.2","264129060880"
"973.8","162.4","264129069240"
"1077.8","162.7","264129085874"
"1077.8","162.7","264129094207"
"1091.0","160.3","264129110880"
"1088.8","163.6","264129119218"
"1077.0","154.4","264129135868"
"1074.8","157.8","264129144208"
"1078.2","160.0","264129152546"
"1085.8","170.3","264129160892"
"1084.9","170.0","264129169194"
"1084.6","169.6","264129177536"
"1082.2","161.8","264129185859"
"1082.9","162.1","264129194199"
"1074.9","149.3","264129202534"
"1074.1","147.8","264129210869"
"1073.6","151.4","264129219475"
"1077.8","150.1","264129235964"
"1088.5","136.8","264129244331"
"1093.8","144.0","264129260985"
"1092.7","153.1","264129269444"
"1085.4","148.9","264129286067"
"1088.8","142.4","264129294347"
"1102.9","140.6","264129310932"
"1268.4","145.2","264129319439"
"1337.7","125.0","264129336103"
"1338.1","124.9","264129352889"
"1341.8","144.8","264129361020"
"1366.7","172.0","264129377605"
"1380.4","156.0","264129386072"
"1380.4","156.0","264129402828"
"1384.3","158.4","264129410874"
"1375.5","168.8","264129419216"
"1368.2","165.5","264129427512"
"1364.6","169.2","264129435879"
"1361.6","178.2","264129444169"
"1362.4","175.8","264129452788"
"1364.4","174.7","264129460970"
"1367.3","172.1","264129469394"
"1376.4","174.3","264129486029"
"1379.4","165.7","264129494240"
"1383.0","171.6","264129502775"
"1350.0","164.9","264129510966"
"1344.6","172.7","264129527498"
"1212.7","293.8","264129535966"
"1050.6","424.9","264129544298"
"985.6","515.4","264129552593"
"917.9","634.5","264129561061"
"916.6","629.2","264129569398"
"900.8","632.7","264129577628"
"894.6","637.0","264129585976"
"888.7","641.8","264129594302"
"897.8","643.8","264129602591"
"899.1","642.5","264129610886"
"898.2","643.5","264129619191"
"891.1","652.4","264129627486"
"896.4","634.7","264129635811"
"895.3","639.0","264129644142"
"894.0","643.0","264129652470"
"893.3","647.6","264129660817"
"895.5","648.2","264129669156"
"897.5","646.6","264129677466"
"889.2","652.0","264129685811"
"885.3","653.4","264129694126"
"887.5","650.5","264129702468"
"894.1","656.6","264129710800"
"894.9","652.7","264129719123"
"884.4","648.7","264129727535"
"886.3","649.9","264129735789"
"888.2","657.2","264129744123"
"879.2","655.5","264129752471"
"844.6","646.1","264129760790"
"817.5","628.0","264129769113"
"806.0","603.4","264129777465"
"800.5","594.3","264129785863"
"808.5","612.9","264129794202"
"799.9","610.4","264129802544"
"799.8","610.3","264129810924"
"816.8","621.1","264129819256"
"822.9","625.4","264129827634"
"842.0","572.3","264130077486"
"835.1","589.9","264130102615"
"840.4","592.7","264130110842"
"840.6","609.0","264130127475"
"838.5","606.5","264130135945"
"839.0","590.7","264130152607"
"839.4","592.2","264130160762"
"838.9","584.5","264130169135"
"846.2","584.7","264130177526"
"844.1","586.5","264130185983"
"847.4","586.0","264130194094"
"848.3","599.1","264130202410"
"851.5","590.5","264130210750"
"854.2","589.2","264130219063"
"850.4","604.7","264130227396"
"846.7","600.6","264130235720"
"845.5","594.9","264130244049"
"845.9","597.0","264130252395"
"849.2","597.9","264130260718"
"849.1","597.8","264130269053"
"839.1","572.2","264130277390"
"836.4","572.8","264130285720"
"838.6","583.7","264130294055"
"841.8","592.4","264130302386"
"840.5","591.8","264130310710"
"839.2","592.1","264130319050"
"843.4","598.4","264130327391"
"852.4","600.8","264130335709"
"851.5","599.4","264130344058"
"848.5","596.4","264130352376"
"844.7","593.6","264130360723"
"841.8","602.6","264130369103"
"844.8","609.4","264130377475"
"841.5","606.9","264130385818"
"844.7","606.6","264130394181"
"845.3","606.2","264130402468"
"847.8","602.9","264130410752"
"846.6","603.4","264130419155"
"841.8","593.5","264130427468"
"844.3","592.9","264130435716"
"843.4","590.6","264130444216"
"845.9","594.1","264130452483"
"841.5","592.4","264130460787"
"839.6","593.1","264130469140"
"840.8","593.8","264130477532"
"841.2","590.9","264130485801"
"844.9","594.0","264130494195"
"844.3","590.3","264130502572"
"845.3","590.2","264130510882"
"846.7","594.9","264130519290"
"836.4","592.1","264130527549"
"849.6","603.7","264130535861"
"838.3","593.1","264130544222"
"847.2","599.8","264130552676"
"848.9","591.0","264130560913"
"847.5","594.4","264130569283"
"847.5","592.2","264130577543"
"844.6","586.5","264130585898"
"844.6","586.5","264130594303"
"839.7","585.7","264130602414"
"832.7","583.8","264130610939"
"832.7","583.8","264130619326"
"840.1","594.4","264130627587"
"843.2","596.2","264130635902"
"844.9","595.0","264130644200"
"845.3","592.0","264130652594"
"847.9","595.5","264130660970"
"848.3","598.0","264130669260"
"850.7","599.1","264130677629"
"854.7","611.7","264130685891"
"854.7","611.7","264130694259"
"850.2","599.0","264130702592"
"852.5","594.9","264130710790"
"854.0","591.0","264130719103"
"850.7","594.1","264130727604"
"839.3","611.3","264130735808"
"841.3","604.3","264130744121"
"830.4","590.5","264130752522"
"848.5","593.5","264130760727"
"856.4","587.6","264130769288"
"850.1","595.2","264130777553"
"848.1","587.0","264130785989"
"845.6","586.5","264130794176"
"845.1","587.1","264130802524"
"849.4","593.3","264130810862"
"843.9","599.2","264130819200"
"840.8","594.3","264130827595"
"840.8","594.3","264130835798"
"850.0","596.3","264130844116"
"850.9","598.7","264130852479"
"851.2","598.7","264130860844"
"850.9","598.3","264130869043"
"847.7","597.8","264130877404"
"847.0","599.0","264130885694"
"843.3","615.1","264130894004"
"848.6","618.5","264130902309"
"852.6","621.9","264130910632"
"858.1","603.2","264130918969"
"847.6","601.0","264130927297"
"844.0","601.1","264130935670"
"843.5","607.9","264130943977"
"844.2","610.3","264130952300"
"845.8","606.1","264130960633"
"839.3","612.1","264130968961"
"855.5","617.8","264130977297"
"845.9","610.6","264130985628"
"847.1","607.8","264130993955"
"842.8","608.7","264131002326"
"848.1","612.5","264131010617"
"854.2","619.2","264131018957"
"845.3","602.3","264131027292"
"847.1","606.0","264131035679"
"844.8","614.1","264131044148"
"830.8","602.1","264131052501"
"837.8","606.6","264131060679"
"837.3","606.4","264131069090"
"840.3","600.5","264131077479"
"838.7","601.0","264131085725"
"841.2","597.4","264131094234"
"846.0","602.5","264131102613"
"843.3","602.3","264131110811"
"843.4","607.4","264131119154"
"839.1","606.8","264131127577"
"844.4","608.5","264131135816"
"844.7","601.5","264131144188"
"844.2","605.7","264131152567"
"844.3","605.4","264131160883"
"841.7","606.1","264131169121"
"842.9","609.8","264131177588"
"844.7","608.5","264131185925"
"852.1","613.1","264131194076"
"852.6","612.6","264131202529"
"850.1","614.8","264131210764"
"842.3","617.2","264131219041"
"840.9","615.7","264131227558"
"839.0","618.2","264131235818"
"843.5","613.6","264131244194"
"846.1","625.5","264131252527"
"848.6","623.6","264131260825"
"848.6","623.6","264131269160"
"839.5","621.4","264131277475"
"840.1","622.5","264131285711"
"841.3","621.9","264131294130"
"846.5","621.4","264131302413"
"853.1","617.4","264131310880"
"853.3","616.7","264131319131"
"841.7","610.6","264131327451"
"842.7","615.8","264131335888"
"844.4","613.8","264131344126"
"852.4","618.6","264131352396"
"852.4","618.0","264131360813"
"844.6","611.3","264131369148"
"851.1","622.2","264131377563"
"842.5","615.4","264131385844"
"843.9","607.6","264131394055"
"842.0","617.0","264131402562"
"850.9","627.9","264131410790"
"851.0","628.0","264131419117"
"845.7","611.4","264131427506"
"847.0","607.1","264131435639"
"848.2","615.8","264131444168"
"850.8","620.8","264131452453"
"844.6","616.1","264131460831"
"849.3","614.0","264131469116"
"845.1","612.5","264131477354"
"853.9","614.4","264131485761"
"850.6","612.9","264131494146"
"853.8","609.9","264131502466"
"857.3","611.3","264131510790"
"857.0","613.6","264131519125"
"854.6","614.1","264131527475"
"852.8","614.3","264131535730"
"856.4","607.8","264131544153"
"855.0","607.9","264131552527"
"855.1","609.7","264131560799"
"855.9","613.5","264131569067"
"854.5","614.8","264131577429"
"846.8","608.5","264131585768"
"842.1","614.3","264131594211"
"845.6","610.1","264131602272"
"850.5","624.5","264131610842"
"846.2","618.0","264131618927"
"840.4","619.9","264131627270"
"838.9","618.4","264131635598"
"840.8","617.4","264131643878"
"842.2","613.3","264131652212"
"842.7","608.6","264131660546"
"842.3","603.2","264131668874"
"832.5","588.5","264131677207"
"843.4","587.1","264131685567"
"844.0","599.6","264131693880"
"843.5","602.6","264131702210"
"842.1","616.1","264131710539"
"842.1","616.1","264131718867"
"840.6","610.9","264131727200"
"840.1","606.6","264131735570"
"838.7","605.0","264131743872"
"838.7","605.0","264131752198"
"840.7","609.2","264131760560"
"841.4","607.7","264131768862"
"840.9","611.9","264131777422"
"837.3","609.9","264131785612"
"841.1","605.7","264131794016"
"837.4","610.5","264131802224"
"845.7","606.5","264131810793"
"846.1","607.1","264131819074"
"843.2","613.6","264131827394"
"841.8","616.2","264131835640"
"839.1","617.5","264131844095"
"840.7","611.8","264131852455"
"847.5","607.8","264131860862"
"840.4","616.0","264131869086"
"826.1","615.6","264131877398"
"829.1","610.2","264131885844"
"834.3","600.7","264131894062"
"833.0","596.5","264131902537"
"834.4","593.1","264131910694"
"834.2","595.2","264131919186"
"844.1","611.0","264131927353"
"847.4","609.2","264131935702"
"856.2","618.3","264131943981"
"850.1","603.8","264131952484"
"845.5","617.2","264131960778"
"845.5","617.2","264131968993"
"841.4","606.3","264131977407"
"845.0","607.1","264131985736"
"843.8","609.0","264131994119"
"845.8","607.6","264132002323"
"838.5","596.8","264132010648"
"837.8","586.7","264132019025"
"837.8","586.7","264132027415"
"844.5","601.9","264132035801"
"844.7","603.7","264132044069"
"841.6","605.1","264132052353"
"841.7","608.5","264132060717"
"839.9","609.5","264132069075"
"840.1","611.5","264132077405"
"841.5","624.9","264132085752"
"841.3","624.9","264132094112"
"839.6","609.6","264132102379"
"841.8","614.0","264132110764"
"841.8","614.0","264132118897"
"846.4","615.4","264132127433"
"844.4","602.0","264132135757"
"840.0","607.6","264132144205"
